maxRR,minRR,meanRR,stdevRR,maxQRS,minQRS,meanQRS,stdevQRS,maxTP,minTP,meanTP,stdevTP,maxPQ,minPQ,meanPQ,stdevPQ
0.6880000000019209,0.5940000000009604,0.6295744680851095,0.018018010706629166,0.13999999999941792,0.11699999999837019,0.12301063829777667,0.004765779347110015,0.3669999999983702,0.11700000000200816,0.2429892473117297,0.058510819626974374,0.11000000000058208,0.08599999999933061,0.09536559139811014,0.005482690153267341
1.0,0.7649999999994179,0.8572173913042576,0.046720528823035054,0.17199999999866122,0.13300000000162981,0.15226086956491877,0.006621554994794435,0.44499999999970896,0.1790000000037253,0.23742647058818822,0.05556774248778159,0.08600000000296859,0.06199999999807915,0.07550000000029446,0.0057278987009117864
1.3910000000032596,0.31999999999970896,0.5868712871286892,0.17668491076087534,0.14799999999377178,0.01600000000325963,0.11057425742730612,0.013866653877208215,0.6100000000005821,0.031000000002677552,0.24374999999985447,0.09608010980323349,0.19499999999970896,0.030999999995401595,0.08539999999979045,0.03990463632398881
0.805000000000291,0.625,0.7192317073170604,0.03875794136738493,0.11800000000221189,0.10899999999674037,0.11165853658548724,0.0035995240615796244,0.39100000000325963,0.19499999999970896,0.2903827160495703,0.053166072886686525,0.06199999999807915,0.04599999999481952,0.05076543209805903,0.004125415370126333
1.4609999999956926,0.39100000000325963,0.5688076923077181,0.17440779341070353,0.2649999999994179,0.09299999999348074,0.14351923076929568,0.039501455856772616,0.8909999999959837,0.03899999999703141,0.15178640776711405,0.1379153145593976,0.39099999999598367,0.03899999999703141,0.0789902912618398,0.04203084746611502
1.2269999999989523,0.5860000000029686,0.679241379310314,0.07543787358153514,0.15600000000267755,0.10199999999895226,0.11514942528656215,0.008378309071137017,0.43000000000029104,0.21099999999569263,0.28899999999982334,0.04670391647344262,0.3360000000029686,0.06300000000192085,0.10111627906989333,0.029928371312851875
1.2039999999979045,0.4210000000020955,0.8032162162162422,0.19010326285412316,1.006999999997788,0.10100000000238651,0.4322972972973681,0.38658133404300393,0.8130000000019209,0.13999999999941792,0.32372602739633294,0.08101399511662846,0.34399999999732245,0.014999999999417923,0.05263013698566109,0.047681163349370274
0.6880000000019209,0.5940000000009604,0.6295744680851095,0.018018010706629166,0.13999999999941792,0.11699999999837019,0.12301063829777667,0.004765779347110015,0.3669999999983702,0.11700000000200816,0.2429892473117297,0.058510819626974374,0.11000000000058208,0.08599999999933061,0.09536559139811014,0.005482690153267341
1.8280000000013388,0.8830000000016298,0.9629836065573504,0.11467752245989453,0.11000000000058208,0.10099999999511056,0.10467213114733583,0.0038865944953781046,0.9139999999970314,0.5080000000016298,0.5766499999997905,0.050657617064248,0.5780000000013388,0.04599999999481952,0.058850000000165895,0.06769486071102003
0.7420000000020082,0.5619999999980791,0.6400322580645273,0.048871006778080914,0.15599999999903957,0.11699999999837019,0.12451612903227684,0.005999306238020808,0.375,0.11699999999837019,0.23229347826074206,0.0723906278530985,0.0930000000007567,0.05400000000008731,0.07748913043475192,0.005245069248013372
0.6720000000059372,0.5939999999973224,0.6283191489361498,0.01792253589463022,0.11000000000058208,0.10099999999511056,0.10556382978664144,0.00392362866847594,0.3600000000005821,0.13300000000162981,0.23846236559112058,0.06904892439469722,0.08600000000296859,0.06199999999807915,0.07591397849538098,0.003914835071238663
