maxRR,minRR,meanRR,stdevRR,maxQRS,minQRS,meanQRS,stdevQRS,maxTP,minTP,meanTP,stdevTP,maxPQ,minPQ,meanPQ,stdevPQ,label
1.90400000000227,0.3399999999965075,0.6331612903225612,0.3143400422432963,0.2200000000011641,0.0599999999976716,0.099440860215284,0.0349775542051458,0.8440000000045984,0.0399999999935971,0.2417391304345232,0.1525451372660219,0.4279999999998836,0.0079999999943538,0.0933478260869932,0.0703785470624754,AFIB
1.3879999999990105,0.3799999999973806,0.5845882352941593,0.1793674262154274,0.1920000000027357,0.0560000000041327,0.1042745098037652,0.0288730000969969,0.7840000000069267,0.0400000000008731,0.1862970297028152,0.1228691281995568,0.2760000000052969,0.0079999999943538,0.0866138613861345,0.0438446786677423,AFIB
1.1279999999969732,0.315999999998894,0.5512222222222152,0.1768175107241686,0.2479999999995925,0.0600000000049476,0.1030740740742557,0.0308430025988745,0.5,0.043999999994412,0.1647102803735238,0.0977501114417268,0.3199999999997089,0.0079999999943538,0.0765233644859992,0.0480282910773592,AFIB
1.180000000000291,0.3759999999965657,0.5558130841121642,0.1946702042607168,0.2080000000023574,0.0639999999984866,0.1076635514017712,0.034535622656181,0.4639999999999418,0.0360000000000582,0.147056603773651,0.1110642199223856,0.2960000000020955,0.0199999999967985,0.0872075471698341,0.0441452826560501,AFIB
0.8119999999980791,0.364000000001397,0.5210782608695571,0.1112450602967914,0.3359999999956926,0.1080000000001746,0.153982608696337,0.0492005624935791,0.3240000000005238,0.0399999999935971,0.1269734513274171,0.073686787540504,0.2080000000059954,0.0079999999943538,0.0587368421045284,0.0409306329396937,AFIB
1.007999999994354,0.3799999999973806,0.5420917431192303,0.1252017484765732,0.2759999999980209,0.1039999999993597,0.1621284403668934,0.0509277417445137,0.4279999999998836,0.0400000000008731,0.1308411214951911,0.0792469403912279,0.2640000000028522,0.0079999999943538,0.0678888888892456,0.0477910834190247,AFIB
1.0,0.455999999998312,0.6632359550561621,0.1464030163676274,0.2679999999963911,0.1080000000001746,0.1660224719100083,0.0472606869258896,0.3280000000013388,0.0479999999952269,0.1969090909089407,0.0698380653508235,0.2040000000051804,0.0119999999951687,0.0846818181819551,0.0607445368767031,AFIB
1.0,0.455999999998312,0.6632359550561621,0.1464030163676274,0.2679999999963911,0.1080000000001746,0.1660224719100083,0.0472606869258896,0.3280000000013388,0.0479999999952269,0.1969090909089407,0.0698380653508235,0.2040000000051804,0.0119999999951687,0.0846818181819551,0.0607445368767031,AFIB
1.0200000000040743,0.3919999999998254,0.5621509433961897,0.1304855079393447,0.2880000000004656,0.1039999999993597,0.1645283018866085,0.0567605376381005,0.2479999999995925,0.044000000001688,0.128800000000393,0.0723723704188475,0.1559999999954016,0.0080000000016298,0.0611047619045296,0.0337362102505292,AFIB
2.8359999999956926,0.3479999999981373,0.5359639639639493,0.2966953097189465,0.4239999999990687,0.0599999999976716,0.1406486486486575,0.0572663523439938,1.4159999999974389,0.0360000000000582,0.1855555555552268,0.1727870308345946,0.9279999999998836,0.0079999999943538,0.0635272727273166,0.1061179197522876,AFIB
1.0319999999992433,0.3479999999981373,0.5304642857142555,0.12616117303523,0.2960000000020955,0.0600000000049476,0.1321071428572915,0.0522205756421275,0.7679999999963911,0.0400000000008731,0.185963636363621,0.1142319750863163,0.2200000000011641,0.0079999999943538,0.0482522522522501,0.0444004034697495,AFIB
